iter,time,Atmosphere0,CCrust0,LMantle0,OCrust0,Oceans0,UMantle0,Erosion0,Erosion1,Erosion2,WindErosion0,WindErosion1,Subduction0,Subduction1,Volcanism0,Volcanism1,Volcanism2,Precipitation0,Rainout0,Rainout1,CometDelivery0,Convection0,HydrothermalCirculation0
146000,730,2.7663965e+09,1.3401867e+18,1.7521923e+21,6.0106889e+18,9.327185e+13,6.7338057e+20,7.6338245e+09,0,0,553279.31,2.4473048e+08,5.7101664e+10,3.0053507e+09,1.141323e+09,4.565292e+10,5.9396347e+09,2.4035594e+08,374861.67,185859.02,88653741,9.7203989e+09,4735401.2
148000,740,2.7663965e+09,1.3230936e+18,1.7522291e+21,5.9861439e+18,9.3287644e+13,6.7338627e+20,7.5364577e+09,0,0,553279.31,2.4788781e+08,5.6868481e+10,2.9930779e+09,1.1413327e+09,4.5653306e+10,5.9397595e+09,2.4351474e+08,372469.26,188251.43,83594023,9.521438e+09,4731570.9
150000,750,2.7663965e+09,1.3070466e+18,1.7522639e+21,5.9627838e+18,9.3303436e+13,6.7339163e+20,7.4450505e+09,0,0,553279.31,2.5104514e+08,5.6646555e+10,2.9813976e+09,1.1413417e+09,4.5653669e+10,5.9398777e+09,2.4667325e+08,370076.85,190643.84,78860621,9.3317553e+09,4728037.7
152000,760,2.7663965e+09,1.2919936e+18,1.7522969e+21,5.9405539e+18,9.3319227e+13,6.7339667e+20,7.3593049e+09,0,0,553279.31,2.5420248e+08,5.6435365e+10,2.9702824e+09,1.1413503e+09,4.5654011e+10,5.9399896e+09,2.4983147e+08,367684.44,193036.25,74432491,9.1509436e+09,4724782.6
154000,770,2.7663965e+09,1.2778848e+18,1.7523282e+21,5.9194017e+18,9.3335017e+13,6.7340141e+20,7.2789378e+09,0,0,553279.31,2.5735981e+08,5.6234415e+10,2.959706e+09,1.1413583e+09,4.5654333e+10,5.9400955e+09,2.5298944e+08,365292.04,195428.66,70289944,8.9786109e+09,4721787.6
156000,780,2.7663965e+09,1.264673e+18,1.7523577e+21,5.8992769e+18,9.3350805e+13,6.7340588e+20,7.2036805e+09,0,0,553279.31,2.6051714e+08,5.6043224e+10,2.9496434e+09,1.1413659e+09,4.5654636e+10,5.9401957e+09,2.5614717e+08,362899.63,197821.06,66414562,8.8143803e+09,4719036
158000,790,2.7663965e+09,1.2523135e+18,1.7523857e+21,5.8801314e+18,9.3366592e+13,6.7341008e+20,7.1332777e+09,0,0,553279.31,2.6367448e+08,5.5861337e+10,2.9400704e+09,1.141373e+09,4.565492e+10,5.9402904e+09,2.5930466e+08,360507.22,200213.47,62789115,8.6578893e+09,4716512.2
160000,800,2.7663965e+09,1.2407637e+18,1.7524121e+21,5.861919e+18,9.3382379e+13,6.7341403e+20,7.067487e+09,0,0,553279.31,2.6683181e+08,5.5688315e+10,2.9309639e+09,1.1413797e+09,4.5655188e+10,5.94038e+09,2.6246195e+08,358114.81,202605.88,59397485,8.5087898e+09,4714201.5
162000,810,2.7663965e+09,1.2299831e+18,1.7524371e+21,5.8445957e+18,9.3398164e+13,6.7341774e+20,7.0060782e+09,0,0,553279.31,2.6998914e+08,5.5523739e+10,2.9223021e+09,1.141386e+09,4.565544e+10,5.9404646e+09,2.6561903e+08,355722.4,204998.29,56224591,8.3667478e+09,4712090.2
164000,820,2.7663965e+09,1.2199334e+18,1.7524607e+21,5.8281193e+18,9.3413948e+13,6.7342123e+20,6.9488326e+09,0,0,553279.31,2.7314648e+08,5.536721e+10,2.9140637e+09,1.1413919e+09,4.5655677e+10,5.9405446e+09,2.6877593e+08,353329.99,207390.7,53256326,8.2314427e+09,4710165.4
166000,830,2.7663965e+09,1.2105781e+18,1.7524829e+21,5.8124496e+18,9.3429732e+13,6.7342452e+20,6.8955425e+09,0,0,553279.31,2.7630381e+08,5.5218344e+10,2.9062286e+09,1.1413975e+09,4.5655899e+10,5.94062e+09,2.7193265e+08,350937.59,209783.1,50479494,8.1025673e+09,4708415.2
168000,840,2.7663965e+09,1.2018826e+18,1.7525039e+21,5.7975481e+18,9.3445514e+13,6.7342761e+20,6.8460105e+09,0,0,553279.31,2.7946114e+08,5.5076776e+10,2.8987777e+09,1.1414027e+09,4.5656109e+10,5.9406912e+09,2.7508921e+08,348545.18,212175.51,47881748,7.9798269e+09,4706828.3
170000,850,2.7663965e+09,1.193814e+18,1.7525237e+21,5.7833779e+18,9.3461296e+13,6.7343051e+20,6.8000494e+09,0,0,553279.31,2.8261848e+08,5.4942156e+10,2.8916924e+09,1.1414076e+09,4.5656306e+10,5.9407583e+09,2.7824562e+08,346152.77,214567.92,45451538,7.8629396e+09,4705394.2
172000,860,2.7663965e+09,1.186341e+18,1.7525424e+21,5.7699041e+18,9.3477077e+13,6.7343324e+20,6.757481e+09,0,0,553279.31,2.8577581e+08,5.4814151e+10,2.8849553e+09,1.1414123e+09,4.5656491e+10,5.9408216e+09,2.8140188e+08,343760.36,216960.33,43178060,7.751635e+09,4704103.2
174000,870,2.7663965e+09,1.1794339e+18,1.75256e+21,5.7570931e+18,9.3492858e+13,6.7343581e+20,6.7181363e+09,0,0,553279.31,2.8893314e+08,5.4692444e+10,2.8785497e+09,1.1414166e+09,4.5656665e+10,5.9408812e+09,2.8455801e+08,341367.95,219352.74,41051206,7.6456548e+09,4702945.9
176000,880,2.7663965e+09,1.1730645e+18,1.7525765e+21,5.744913e+18,9.3508638e+13,6.7343822e+20,6.6818545e+09,0,0,553279.31,2.9209048e+08,5.4576729e+10,2.8724594e+09,1.1414207e+09,4.5656828e+10,5.9409372e+09,2.8771402e+08,338975.54,221745.15,39061518,7.5447515e+09,4701913.8
178000,890,2.7663965e+09,1.1672061e+18,1.752592e+21,5.7333332e+18,9.3524417e+13,6.7344048e+20,6.6484831e+09,0,0,553279.31,2.9524781e+08,5.4466719e+10,2.8666694e+09,1.1414245e+09,4.5656982e+10,5.9409899e+09,2.908699e+08,336583.14,224137.55,37200152,7.4486887e+09,4700998.8
180000,900,2.7663965e+09,1.1618331e+18,1.7526067e+21,5.7223247e+18,9.3540196e+13,6.7344261e+20,6.6178771e+09,0,0,553279.31,2.9840514e+08,5.4362135e+10,2.861165e+09,1.1414282e+09,4.5657126e+10,5.9410395e+09,2.9402568e+08,334190.73,226529.96,35458831,7.3572401e+09,4700193.5
182000,910,2.7663965e+09,1.1569214e+18,1.7526204e+21,5.7118597e+18,9.3555974e+13,6.7344461e+20,6.5898987e+09,0,0,553279.31,3.0156248e+08,5.4262716e+10,2.8559324e+09,1.1414315e+09,4.5657262e+10,5.941086e+09,2.9718136e+08,331798.32,228922.37,33829813,7.2701896e+09,4699490.6
184000,920,2.7663965e+09,1.1524481e+18,1.7526333e+21,5.7019119e+18,9.3571752e+13,6.7344649e+20,6.5644171e+09,0,0,553279.31,3.0471981e+08,5.4168209e+10,2.8509584e+09,1.1414347e+09,4.5657389e+10,5.9411297e+09,3.0033694e+08,329405.91,231314.78,32305855,7.1873307e+09,4698883.8
186000,930,2.7663965e+09,1.1483912e+18,1.7526453e+21,5.6924561e+18,9.3587529e+13,6.7344826e+20,6.5413079e+09,0,0,553279.31,3.0787714e+08,5.4078376e+10,2.8462303e+09,1.1414377e+09,4.5657509e+10,5.9411705e+09,3.0349243e+08,327013.5,233707.19,30880182,7.1084661e+09,4698366.7
188000,940,2.7663965e+09,1.1447301e+18,1.7526566e+21,5.6834682e+18,9.3603306e+13,6.7344991e+20,6.520453e+09,0,0,553279.31,3.1103448e+08,5.3992989e+10,2.8417363e+09,1.1414405e+09,4.5657621e+10,5.9412088e+09,3.0664783e+08,324621.09,236099.6,29546454,7.0334073e+09,4697933.6
190000,950,2.7663965e+09,1.1414451e+18,1.7526672e+21,5.6749253e+18,9.3619082e+13,6.7345147e+20,6.5017401e+09,0,0,553279.31,3.1419181e+08,5.391183e+10,2.8374647e+09,1.1414432e+09,4.5657727e+10,5.9412446e+09,3.0980316e+08,322228.69,238492,28298743,6.9619746e+09,4697579.1
192000,960,2.7663965e+09,1.1385174e+18,1.752677e+21,5.6668058e+18,9.3634858e+13,6.7345293e+20,6.4850626e+09,0,0,553279.31,3.1734914e+08,5.3834693e+10,2.8334049e+09,1.1414456e+09,4.5657826e+10,5.9412781e+09,3.1295841e+08,319836.28,240884.41,27131501,6.8939962e+09,4697298.1
194000,970,2.7663965e+09,1.1359292e+18,1.7526862e+21,5.6590888e+18,9.3650634e+13,6.734543e+20,6.4703193e+09,0,0,553279.31,3.2050648e+08,5.3761379e+10,2.8295463e+09,1.141448e+09,4.5657919e+10,5.9413093e+09,3.161136e+08,317443.87,243276.82,26039537,6.8293083e+09,4697085.9
196000,980,2.7663965e+09,1.1336636e+18,1.7526948e+21,5.6517546e+18,9.366641e+13,6.7345558e+20,6.4574137e+09,0,0,553279.31,3.2366381e+08,5.3691703e+10,2.8258791e+09,1.1414501e+09,4.5658006e+10,5.9413383e+09,3.1926872e+08,315051.46,245669.23,25017998,6.7677545e+09,4696938.1
198000,990,2.7663965e+09,1.1317047e+18,1.7527028e+21,5.6447845e+18,9.3682185e+13,6.7345679e+20,6.4462545e+09,0,0,553279.31,3.2682114e+08,5.3625485e+10,2.8223939e+09,1.1414522e+09,4.5658087e+10,5.9413653e+09,3.2242378e+08,312659.05,248061.64,24062340,6.7091857e+09,4696850.6
200000,1000,2.7663965e+09,1.130037e+18,1.7527102e+21,5.6381604e+18,9.369796e+13,6.7345792e+20,6.4367548e+09,0,0,553279.31,3.2997848e+08,5.3562554e+10,2.8190818e+09,1.1414541e+09,4.5658164e+10,5.9413904e+09,3.2557878e+08,310266.64,250454.05,23168316,6.6534596e+09,4696819.4
202000,1010,2.7663965e+09,1.1286462e+18,1.752717e+21,5.6318654e+18,9.3713734e+13,6.7345898e+20,6.4288319e+09,0,0,553279.31,3.3313581e+08,5.350275e+10,2.8159342e+09,1.1414559e+09,4.5658236e+10,5.9414136e+09,3.2873373e+08,307874.24,252846.45,22331950,6.6004407e+09,4696841
204000,1020,2.7663965e+09,1.1275185e+18,1.7527234e+21,5.6258832e+18,9.3729509e+13,6.7345997e+20,6.4224074e+09,0,0,553279.31,3.3629314e+08,5.3445918e+10,2.8129431e+09,1.1414576e+09,4.5658303e+10,5.9414351e+09,3.3188864e+08,305481.83,255238.86,21549524,6.5499995e+09,4696911.9
206000,1030,2.7663965e+09,1.1266407e+18,1.7527292e+21,5.6201984e+18,9.3745283e+13,6.7346091e+20,6.4174068e+09,0,0,553279.31,3.3945048e+08,5.3391912e+10,2.8101006e+09,1.1414592e+09,4.5658366e+10,5.9414549e+09,3.3504349e+08,303089.42,257631.27,20817559,6.5020127e+09,4697028.9
208000,1040,2.7663965e+09,1.1260004e+18,1.7527346e+21,5.6147964e+18,9.3761057e+13,6.7346178e+20,6.4137591e+09,0,0,553279.31,3.4260781e+08,5.3340591e+10,2.8073995e+09,1.1414606e+09,4.5658426e+10,5.9414731e+09,3.381983e+08,300697.01,260023.68,20132801,6.4563629e+09,4697189.2
210000,1050,2.7663965e+09,1.1255859e+18,1.7527395e+21,5.6096631e+18,9.377683e+13,6.7346259e+20,6.4113971e+09,0,0,553279.31,3.4576514e+08,5.3291824e+10,2.8048328e+09,1.141462e+09,4.5658481e+10,5.9414899e+09,3.4135308e+08,298304.6,262416.09,19492205,6.4129379e+09,4697389.9
212000,1060,2.7663965e+09,1.1253858e+18,1.752744e+21,5.6047853e+18,9.3792604e+13,6.7346336e+20,6.4102568e+09,0,0,553279.31,3.4892248e+08,5.3245483e+10,2.8023939e+09,1.1414633e+09,4.5658533e+10,5.9415051e+09,3.4450781e+08,295912.2,264808.5,18892922,6.3716311e+09,4697628.4
214000,1070,2.7663965e+09,1.1253895e+18,1.7527481e+21,5.6001503e+18,9.3808377e+13,6.7346407e+20,6.4102774e+09,0,0,553279.31,3.5207981e+08,5.320145e+10,2.8000763e+09,1.1414645e+09,4.5658581e+10,5.941519e+09,3.4766251e+08,293519.79,267200.9,18332290,6.3323407e+09,4697902.3
216000,1080,2.7663965e+09,1.1255869e+18,1.7527518e+21,5.5957461e+18,9.382415e+13,6.7346474e+20,6.4114012e+09,0,0,553279.31,3.5523714e+08,5.3159609e+10,2.7978741e+09,1.1414657e+09,4.5658626e+10,5.9415317e+09,3.5081717e+08,291127.38,269593.31,17807814,6.2949697e+09,4698209.3
218000,1090,2.7663965e+09,1.1259683e+18,1.7527552e+21,5.5915613e+18,9.3839923e+13,6.7346536e+20,6.4135732e+09,0,0,553279.31,3.5839448e+08,5.3119852e+10,2.7957817e+09,1.1414667e+09,4.5658669e+10,5.941543e+09,3.5397181e+08,288734.97,271985.72,17317163,6.259426e+09,4698547.3
220000,1100,2.7663965e+09,1.1265246e+18,1.7527582e+21,5.587585e+18,9.3855696e+13,6.7346595e+20,6.4167414e+09,0,0,553279.31,3.6155181e+08,5.3082076e+10,2.7937935e+09,1.1414677e+09,4.5658708e+10,5.9415532e+09,3.5712642e+08,286342.56,274378.13,16858156,6.2256214e+09,4698914.3
222000,1110,2.7663965e+09,1.127247e+18,1.7527609e+21,5.5838068e+18,9.3871469e+13,6.7346649e+20,6.4208561e+09,0,0,553279.31,3.6470914e+08,5.3046182e+10,2.7919043e+09,1.1414686e+09,4.5658745e+10,5.9415623e+09,3.6028099e+08,283950.15,276770.54,16428751,6.1934722e+09,4699308.4
224000,1120,2.7663965e+09,1.1281274e+18,1.7527632e+21,5.5802169e+18,9.3887242e+13,6.73467e+20,6.4258703e+09,0,0,553279.31,3.6786648e+08,5.3012077e+10,2.7901093e+09,1.1414695e+09,4.5658779e+10,5.9415703e+09,3.6343555e+08,281557.75,279162.94,16027040,6.1628986e+09,4699727.8
226000,1130,2.7663965e+09,1.1291578e+18,1.7527653e+21,5.5768059e+18,9.3903014e+13,6.7346747e+20,6.4317392e+09,0,0,553279.31,3.7102381e+08,5.2979672e+10,2.7884038e+09,1.1414703e+09,4.5658811e+10,5.9415773e+09,3.6659008e+08,279165.34,281555.35,15651237,6.1338247e+09,4700171
228000,1140,2.7663965e+09,1.1303308e+18,1.7527671e+21,5.573565e+18,9.3918786e+13,6.7346791e+20,6.4384203e+09,0,0,553279.31,3.7418114e+08,5.2948883e+10,2.7867833e+09,1.141471e+09,4.5658841e+10,5.9415834e+09,3.6974458e+08,276772.93,283947.76,15299670,6.106178e+09,4700636.5
230000,1150,2.7663965e+09,1.1316393e+18,1.7527686e+21,5.5704857e+18,9.3934559e+13,6.7346832e+20,6.4458732e+09,0,0,553279.31,3.7733848e+08,5.2919629e+10,2.7852436e+09,1.1414717e+09,4.5658869e+10,5.9415885e+09,3.7289907e+08,274380.52,286340.17,14970777,6.0798897e+09,4701122.7
232000,1160,2.7663965e+09,1.1330766e+18,1.7527699e+21,5.56756e+18,9.3950331e+13,6.734687e+20,6.4540595e+09,0,0,553279.31,3.8049581e+08,5.2891834e+10,2.7837807e+09,1.1414724e+09,4.5658895e+10,5.9415928e+09,3.7605354e+08,271988.11,288732.58,14663095,6.0548942e+09,4701628.4
234000,1170,2.7663965e+09,1.1346362e+18,1.7527709e+21,5.5647802e+18,9.3966103e+13,6.7346905e+20,6.4629426e+09,0,0,553279.31,3.8365314e+08,5.2865425e+10,2.7823908e+09,1.141473e+09,4.5658919e+10,5.9415962e+09,3.7920799e+08,269595.7,291124.99,14375257,6.031129e+09,4702152.2
236000,1180,2.7663965e+09,1.136312e+18,1.7527717e+21,5.5621391e+18,9.3981875e+13,6.7346938e+20,6.472488e+09,0,0,553279.31,3.8681048e+08,5.2840334e+10,2.7810702e+09,1.1414735e+09,4.5658941e+10,5.9415988e+09,3.8236242e+08,267203.3,293517.39,14105982,6.0085345e+09,4702693.1
238000,1190,2.7663965e+09,1.1380983e+18,1.7527722e+21,5.5596297e+18,9.3997647e+13,6.7346968e+20,6.4826627e+09,0,0,553279.31,3.8996781e+08,5.2816494e+10,2.7798155e+09,1.141474e+09,4.5658961e+10,5.9416007e+09,3.8551683e+08,264810.89,295909.8,13854073,5.9870543e+09,4703250
240000,1200,2.7663965e+09,1.1399896e+18,1.7527726e+21,5.5572456e+18,9.4013419e+13,6.7346996e+20,6.4934354e+09,0,0,553279.31,3.9312514e+08,5.2793844e+10,2.7786234e+09,1.1414745e+09,4.565898e+10,5.9416019e+09,3.8867123e+08,262418.48,298302.21,13618411,5.9666344e+09,4703821.7
242000,1210,2.7663965e+09,1.1419807e+18,1.7527727e+21,5.5549803e+18,9.402919e+13,6.7347021e+20,6.5047762e+09,0,0,553279.31,3.9628248e+08,5.2772324e+10,2.7774907e+09,1.1414749e+09,4.5658997e+10,5.9416025e+09,3.9182562e+08,260026.07,300694.62,13397947,5.9472236e+09,4704407.4
244000,1220,2.7663965e+09,1.1440665e+18,1.7527727e+21,5.5528282e+18,9.4044962e+13,6.7347045e+20,6.516657e+09,0,0,553279.31,3.9943981e+08,5.2751878e+10,2.7764146e+09,1.1414753e+09,4.5659013e+10,5.9416023e+09,3.9498e+08,257633.66,303087.03,13191702,5.9287729e+09,4705006.1
246000,1230,2.7663965e+09,1.1462424e+18,1.7527725e+21,5.5507834e+18,9.4060734e+13,6.7347067e+20,6.5290509e+09,0,0,553279.31,4.0259714e+08,5.2732452e+10,2.7753922e+09,1.1414757e+09,4.5659028e+10,5.9416016e+09,3.9813436e+08,255241.25,305479.44,12998758,5.9112359e+09,4705617.1
248000,1240,2.7663965e+09,1.1485039e+18,1.7527721e+21,5.5488407e+18,9.4076505e+13,6.7347086e+20,6.5419323e+09,0,0,553279.31,4.0575448e+08,5.2713995e+10,2.7744208e+09,1.141476e+09,4.5659042e+10,5.9416003e+09,4.0128871e+08,252848.85,307871.84,12818258,5.8945683e+09,4706239.5
250000,1250,2.7663965e+09,1.1508468e+18,1.7527715e+21,5.5469949e+18,9.4092277e+13,6.7347104e+20,6.5552771e+09,0,0,553279.31,4.0891181e+08,5.269646e+10,2.7734979e+09,1.1414763e+09,4.5659054e+10,5.9415984e+09,4.0444305e+08,250456.44,310264.25,12649399,5.8787282e+09,4706872.5
252000,1260,2.7663965e+09,1.1532669e+18,1.7527708e+21,5.5452412e+18,9.4108048e+13,6.7347121e+20,6.569062e+09,0,0,553279.31,4.1206914e+08,5.26798e+10,2.772621e+09,1.1414766e+09,4.5659065e+10,5.941596e+09,4.0759738e+08,248064.03,312656.66,12491429,5.8636753e+09,4707515.6
254000,1270,2.7663965e+09,1.1557605e+18,1.75277e+21,5.5435751e+18,9.412382e+13,6.7347136e+20,6.5832653e+09,0,0,553279.31,4.1522648e+08,5.2663971e+10,2.7717879e+09,1.1414769e+09,4.5659075e+10,5.9415931e+09,4.107517e+08,245671.62,315049.07,12343648,5.8493716e+09,4708168
256000,1280,2.7663965e+09,1.1583238e+18,1.752769e+21,5.5419921e+18,9.4139591e+13,6.7347149e+20,6.597866e+09,0,0,553279.31,4.1838381e+08,5.2648932e+10,2.7709964e+09,1.1414771e+09,4.5659084e+10,5.9415898e+09,4.1390601e+08,243279.21,317441.48,12205398,5.8357808e+09,4708829.2
258000,1290,2.7663965e+09,1.1609535e+18,1.7527679e+21,5.5404881e+18,9.4155363e+13,6.7347161e+20,6.6128445e+09,0,0,553279.31,4.2154114e+08,5.2634644e+10,2.7702444e+09,1.1414773e+09,4.5659092e+10,5.941586e+09,4.1706031e+08,240886.8,319833.89,12076064,5.8228683e+09,4709498.6
260000,1300,2.7663965e+09,1.1636461e+18,1.7527666e+21,5.5390592e+18,9.4171134e+13,6.7347171e+20,6.6281819e+09,0,0,553279.31,4.2469848e+08,5.2621069e+10,2.76953e+09,1.1414775e+09,4.5659099e+10,5.9415817e+09,4.2021461e+08,238494.4,322226.29,11955071,5.8106013e+09,4710175.6
262000,1310,2.7663965e+09,1.1663987e+18,1.7527652e+21,5.5377016e+18,9.4186905e+13,6.7347181e+20,6.6438604e+09,0,0,553279.31,4.2785581e+08,5.2608171e+10,2.7688511e+09,1.1414776e+09,4.5659105e+10,5.9415771e+09,4.233689e+08,236101.99,324618.7,11841881,5.7989484e+09,4710859.9
264000,1320,2.7663965e+09,1.1692081e+18,1.7527638e+21,5.5364117e+18,9.4202677e+13,6.7347189e+20,6.659863e+09,0,0,553279.31,4.3101314e+08,5.2595918e+10,2.7682062e+09,1.1414778e+09,4.5659111e+10,5.9415721e+09,4.2652318e+08,233709.58,327011.11,11735991,5.78788e+09,4711550.8
266000,1330,2.7663965e+09,1.1720716e+18,1.7527622e+21,5.5351863e+18,9.4218448e+13,6.7347195e+20,6.6761735e+09,0,0,553279.31,4.3417048e+08,5.2584275e+10,2.7675934e+09,1.1414779e+09,4.5659116e+10,5.9415667e+09,4.2967745e+08,231317.17,329403.52,11636930,5.7773677e+09,4712248
268000,1340,2.7663965e+09,1.1749865e+18,1.7527605e+21,5.5340219e+18,9.4234219e+13,6.7347201e+20,6.6927766e+09,0,0,553279.31,4.3732781e+08,5.2573214e+10,2.7670112e+09,1.141478e+09,4.5659119e+10,5.941561e+09,4.3283172e+08,228924.76,331795.93,11544258,5.7673845e+09,4712951.1
270000,1350,2.7663965e+09,1.1779502e+18,1.7527587e+21,5.5329157e+18,9.424999e+13,6.7347206e+20,6.7096578e+09,0,0,553279.31,4.4048514e+08,5.2562704e+10,2.7664581e+09,1.1414781e+09,4.5659123e+10,5.9415549e+09,4.3598599e+08,226532.36,334188.34,11457563,5.7579049e+09,4713659.7
272000,1360,2.7663965e+09,1.1809603e+18,1.7527568e+21,5.5318646e+18,9.4265761e+13,6.734721e+20,6.7268031e+09,0,0,553279.31,4.4364248e+08,5.2552719e+10,2.7659326e+09,1.1414781e+09,4.5659125e+10,5.9415485e+09,4.3914025e+08,224139.95,336580.74,11376459,5.7489044e+09,4714373.4
274000,1370,2.7663965e+09,1.1840144e+18,1.7527548e+21,5.530866e+18,9.4281532e+13,6.7347212e+20,6.7441996e+09,0,0,553279.31,4.4679981e+08,5.2543232e+10,2.7654333e+09,1.1414782e+09,4.5659127e+10,5.9415418e+09,4.422945e+08,221747.54,338973.15,11300586,5.7403598e+09,4715091.9
276000,1380,2.7663965e+09,1.1871104e+18,1.7527528e+21,5.5299172e+18,9.4297303e+13,6.7347214e+20,6.7618346e+09,0,0,553279.31,4.4995714e+08,5.2534218e+10,2.7649588e+09,1.1414782e+09,4.5659128e+10,5.9415349e+09,4.4544875e+08,219355.13,341365.56,11229606,5.732249e+09,4715815
278000,1390,2.7663965e+09,1.1902462e+18,1.7527507e+21,5.5290158e+18,9.4313074e+13,6.7347215e+20,6.7796962e+09,0,0,553279.31,4.5311448e+08,5.2525654e+10,2.7645081e+09,1.1414782e+09,4.5659129e+10,5.9415277e+09,4.48603e+08,216962.72,343757.97,11163203,5.724551e+09,4716542.3
280000,1400,2.7663965e+09,1.1934199e+18,1.7527484e+21,5.5281593e+18,9.4328846e+13,6.7347215e+20,6.7977733e+09,0,0,553279.31,4.5627181e+08,5.2517517e+10,2.7640798e+09,1.1414782e+09,4.5659129e+10,5.9415202e+09,4.5175724e+08,214570.31,346150.38,11101083,5.7172458e+09,4717273.5
282000,1410,2.7663965e+09,1.1966294e+18,1.7527462e+21,5.5273455e+18,9.4344617e+13,6.7347214e+20,6.816055e+09,0,0,553279.31,4.5942914e+08,5.2509786e+10,2.7636729e+09,1.1414782e+09,4.5659128e+10,5.9415125e+09,4.5491147e+08,212177.91,348542.78,11042970,5.7103144e+09,4718008.4
284000,1420,2.7663965e+09,1.1998731e+18,1.7527438e+21,5.5265723e+18,9.4360388e+13,6.7347213e+20,6.8345312e+09,0,0,553279.31,4.6258648e+08,5.250244e+10,2.7632863e+09,1.1414782e+09,4.5659127e+10,5.9415045e+09,4.5806571e+08,209785.5,350935.19,10988604,5.7037386e+09,4718746.7
286000,1430,2.7663965e+09,1.2031493e+18,1.7527414e+21,5.5258376e+18,9.4376159e+13,6.7347211e+20,6.8531922e+09,0,0,553279.31,4.6574381e+08,5.2495461e+10,2.762919e+09,1.1414781e+09,4.5659126e+10,5.9414963e+09,4.6121994e+08,207393.09,353327.6,10937745,5.6975013e+09,4719488.3
288000,1440,2.7663965e+09,1.2064562e+18,1.7527389e+21,5.5251395e+18,9.439193e+13,6.7347208e+20,6.8720288e+09,0,0,553279.31,4.6890114e+08,5.2488829e+10,2.7625699e+09,1.1414781e+09,4.5659124e+10,5.941488e+09,4.6437417e+08,205000.68,355720.01,10890165,5.691586e+09,4720232.9
290000,1450,2.7663965e+09,1.2097925e+18,1.7527364e+21,5.5244763e+18,9.4407701e+13,6.7347204e+20,6.8910322e+09,0,0,553279.31,4.7205848e+08,5.2482528e+10,2.7622383e+09,1.141478e+09,4.5659121e+10,5.9414794e+09,4.6752839e+08,202608.27,358112.42,10845654,5.6859772e+09,4720980.3
292000,1460,2.7663965e+09,1.2131566e+18,1.7527338e+21,5.5238461e+18,9.4423471e+13,6.73472e+20,6.9101942e+09,0,0,553279.31,4.7521581e+08,5.2476541e+10,2.7619232e+09,1.141478e+09,4.5659118e+10,5.9414706e+09,4.7068262e+08,200215.86,360504.83,10804014,5.68066e+09,4721730.4
294000,1470,2.7663965e+09,1.2165471e+18,1.7527312e+21,5.5232473e+18,9.4439242e+13,6.7347195e+20,6.9295067e+09,0,0,553279.31,4.7837314e+08,5.2470852e+10,2.7616238e+09,1.1414779e+09,4.5659115e+10,5.9414617e+09,4.7383684e+08,197823.46,362897.23,10765060,5.6756203e+09,4722482.9
296000,1480,2.7663965e+09,1.2199628e+18,1.7527285e+21,5.5226783e+18,9.4455013e+13,6.7347189e+20,6.9489624e+09,0,0,553279.31,4.8153048e+08,5.2465447e+10,2.7613393e+09,1.1414778e+09,4.5659111e+10,5.9414526e+09,4.7699105e+08,195431.05,365289.64,10728617,5.6708447e+09,4723237.8
298000,1490,2.7663965e+09,1.2234023e+18,1.7527258e+21,5.5221377e+18,9.4470784e+13,6.7347183e+20,6.9685541e+09,0,0,553279.31,4.8468781e+08,5.246031e+10,2.761069e+09,1.1414777e+09,4.5659107e+10,5.9414434e+09,4.8014527e+08,193038.64,367682.05,10694525,5.6663203e+09,4723994.8
300000,1500,2.7663965e+09,1.2268645e+18,1.752723e+21,5.5216239e+18,9.4486555e+13,6.7347176e+20,6.9882751e+09,0,0,553279.31,4.8784514e+08,5.245543e+10,2.7608121e+09,1.1414776e+09,4.5659102e+10,5.941434e+09,4.8329948e+08,190646.23,370074.46,10662632,5.6620351e+09,4724753.9
302000,1510,2.7663965e+09,1.2302685e+18,1.7527202e+21,5.5212131e+18,9.449075e+13,6.7347168e+20,7.0076647e+09,0,0,553279.31,4.8868497e+08,5.2451526e+10,2.7606066e+09,1.1414774e+09,4.5659097e+10,5.9414244e+09,4.8413966e+08,190009.87,370710.82,10632795,5.6580087e+09,4724936.2
304000,1520,2.7663965e+09,1.2335397e+18,1.7527174e+21,5.5209658e+18,9.4494939e+13,6.7347162e+20,7.0262977e+09,0,0,553279.31,4.8952363e+08,5.2449176e+10,2.7604829e+09,1.1414773e+09,4.5659093e+10,5.9414148e+09,4.8497751e+08,189374.39,371346.3,10604883,5.6543664e+09,4725119.8
306000,1530,2.7663965e+09,1.2366861e+18,1.7527145e+21,5.5208594e+18,9.4499129e+13,6.7347157e+20,7.0442202e+09,0,0,553279.31,4.903623e+08,5.2448164e+10,2.7604297e+09,1.1414772e+09,4.565909e+10,5.941405e+09,4.8581537e+08,188738.9,371981.79,10578771,5.6512144e+09,4725305.1
308000,1540,2.7663965e+09,1.2397153e+18,1.7527116e+21,5.520874e+18,9.4503318e+13,6.7347155e+20,7.0614753e+09,0,0,553279.31,4.9120097e+08,5.2448303e+10,2.760437e+09,1.1414772e+09,4.5659088e+10,5.9413951e+09,4.8665322e+08,188103.42,372617.27,10554343,5.6486163e+09,4725491.9
